citation_name,publisher,publication_date,publication_type,publisher_hq,citation_comment
"a b ""Uighur camps: US, UK governments condemn reports of systematic rape"". BBC News.",BBC,2021,Media,UK,No known association
"a b c d e f Hill, Matthew; Campanale, David; Gunter, Joel (2 February 2021). ""'Their goal is to destroy everyone': Uighur camp detainees allege systematic rape"". BBC News.",BBC,2021,Media,UK,No known association
" 257 ^ Davidson, Helen (3 March 2021). ""Chinese labour schemes aimed to cut Uighur population density – report"". The Guardian.",The Guardian,2021,Media,UK,No known association
" 301 ^ Borger, Julian. ""Mike Pompeo declares China's treatment of Uighurs 'genocide'"". The Guardian. Retrieved 21 January 2021.",The Guardian,2021,Media,UK,No known association
" 306 ^ ""'Credible' case of Chinese government genocide against Uighur Muslims, say lawyers"". The Independent.",The Independent,2021,Media,UK,No known association
"a b Milward, David (9 March 2021). ""Legal experts accuse China of committing genocide against Uighurs"". The Daily Telegraph.",The Daily Telegraph,2021,Media,UK,No known association
"a b Davidson, Helen (9 March 2021). ""China breaching every act in genocide convention, says legal report on Uighurs"". The Guardian.",The Guardian,2021,Media,UK,No known association
" 352 ^ Cecco, Leyland (22 February 2021). ""Canada votes to recognize China's treatment of Uighur population as genocide"". The Guardian. Archived from the original on 22 February 2021. Retrieved 22 February 2021.",The Guardian,2021,Media,UK,No known association
" 417 ^ ""UK free to make trade deals with genocidal regimes after Commons vote"". The Guardian. 19 January 2021.",The Guardian,2021,Media,UK,No known association
" 418 ^ Wintour, Patrick (12 January 2021). ""China's treatment of Uighurs amounts to torture, says Dominic Raab"". The Guardian. Retrieved 12 January 2021.",The Guardian,2021,Media,UK,No known association
" 419 ^ ""China deal damages EU's human rights credibility, MEPs to say"". The Guardian. 21 January 2021.",The Guardian,2021,Media,UK,No known association
" 424 ^ Hurst, Daniel (2 March 2021). ""Australian senator calls to recognise China's treatment of Uighurs as genocide"". The Guardian. Retrieved 20 March 2021.",The Guardian,2021,Media,UK,No known association
" 435 ^ ""China: Draconian repression of Muslims in Xinjiang amounts to crimes against humanity"". Amnesty International. 10 June 2021. Retrieved 19 January 2022.",Amnesty International,2021,Media,UK,No known association
" 438 ^ Singh, Namita (9 March 2021). ""China 'bears responsibility for committing genocide' against Uighurs, claims legal report"". The Independent.",The Independent,2021,Media,UK,No known association
" 445 ^ Gunter, Joel (4 June 2021). ""Hearings in London aim to assess allegations of genocide in China"". BBC News.",BBC,2021,Media,UK,No known association
" 450 ^ Swerling, Gabriella (4 June 2021). ""'The horror made me wonder if they are human': UK inquiry examines China genocide allegations"". The Daily Telegraph. Archived from the original on 11 January 2022.",The Daily Telegraph,2021,Media,UK,No known association
"a b Joel Gunter. ""China committed genocide against Uyghurs, independent tribunal rules"". BBC. Archived from the original on 11 December 2021.",BBC,2021,Media,UK,No known association
" 459 ^ ""As chief rabbi, I can no longer remain silent about the plight of the Uighurs"". The Guardian. Retrieved 2 January 2021.",The Guardian,2021,Media,UK,No known association
"a b c Samuel, Sigal (10 March 2021). ""China's genocide against the Uyghurs, in 4 disturbing charts"". Vox.",Vox,2021,Media,USA,No known association
"a b Falconer, Rebecca (9 March 2021). ""Report: ""Clear evidence"" China is committing genocide against Uyghurs"". Axios.",Axios,2021,Media,USA,No known association
"a b c d Gordon, Michael R. (19 January 2021). ""U.S. Says China Is Committing 'Genocide' Against Uighur Muslims"". The Wall Street Journal. Retrieved 19 January 2021.",The Wall Street Journal,2021,Media,USA,No known association
"a b Basu, Zachary (20 May 2021). ""Lithuanian parliament becomes latest to recognize Uyghur genocide"". Axios.",Axios,2021,Media,USA,No known association
"a b c d e f g h i j k l Khatchadourian, Raffi (5 April 2021). ""Surviving the Crackdown in Xinjiang"". The New Yorker. Retrieved 16 April 2021.",The New Yorker,2021,Media,USA,No known association
" 77 ^ Shesgreen, Diedre (2 April 2021). ""The US says China is committing genocide against the Uyghurs. Here's some of the most chilling evidence"". USA Today.",USA Today,2021,Media,USA,No known association
" 79 ^ Nazeer, Tasnim. ""The Missing Uyghur Children"". thediplomat.com. The Diplomat. Retrieved 21 April 2021.",The Diplomat,2021,Media,USA,No known association
"a b Qin, Amy (5 April 2021). ""China Tries to Counter Xinjiang Backlash With … a Musical?"". The New York Times.",The New York Times,2021,Media,USA,No known association
"a b c Xiao, Eva (2 April 2021). ""Facebook Staff Fret Over China's Ads Portraying Happy Muslims in Xinjiang"". The Wall Street Journal. “Beijing is beating back international criticism of its treatment of Uyghurs in Xinjiang with a propaganda push on Facebook, Twitter and the big screen.”",The Wall Street Journal,2021,Media,USA,No known association
"a b Griffiths, James. ""From cover-up to propaganda blitz: China's attempts to control the narrative on Xinjiang"". www.cnn.com. Retrieved 23 April 2021.",CNN,2021,Media,USA,No known association
" 91 ^ Shepherd, Christian (2 April 2021). ""China intensifies Xinjiang propaganda push as global backlash grows"". The Financial Times.",The Financial Times,2021,Media,USA,No known association
" 93 ^ Cheung, Rachel; Wilhelm, Benjamin (31 March 2021). ""China Lashes Out to Silence Its Xinjiang Critics"". World Politics Review.",World Politics Review,2021,Media,USA,No known association
"a b Qin, Amy (1 April 2021). ""BBC Correspondent Leaves China, Citing Growing Risks"". The New York Times.",The New York Times,2021,Media,USA,No known association
" 95 ^ Tarabay, Jamie (4 March 2021). ""China's BBC Attacks Show Growing Sophistication, Group Says"". Bloomberg News.",Bloomberg News,2021,Media,USA,No known association
"a b Niewenhuis, Lucas (2 April 2021). ""How will Facebook deal with Beijing's propaganda on Xinjiang?"". SupChina.",SupChina,2021,Media,USA,No known association
"a b ""China condemns 2 ex-Xinjiang officials in separatism cases"". apnews.com. Associated Press. Retrieved 10 April 2021.",Associated Press,2021,Media,USA,No known association
"57 ^ ""Report: China's Treatment of Uyghurs Meets Definition of Genocide"". National Catholic Register. Catholic News Agency. 10 March 2021.",National Catholic Register,2021,Media,USA,No known association
"a b Wright, Rebecca; Watson, Ivan; Mahmood, Zahid; Booth, Tom (5 October 2021). ""Chinese detective in exile reveals torture inflicted on Uyghurs"". CNN. Retrieved 5 October 2021.",CNN,2021,Media,USA,No known association
"80 ^ Bouscaren, Durrie (24 March 2021). ""Uyghur mothers in Turkey walk for miles to ask politicians for help locating their children in China"". PRI.",The World,2021,Media,USA,No known association
"a b c Fallert, Nicole (14 April 2021). ""Gynecologist Exiled From China Says 80 Sterilizations Per Day Forced on Uyghurs"". Newsweek. Retrieved 17 April 2021.",Newsweek,2021,Media,USA,No known association
" 201 ^ ""China steps up pressure on brands to reject reports of Uyghur abuses"". NBC News. Retrieved 18 May 2021.",NBC,2021,Media,USA,No known association
" 202 ^ Nicas, Jack; Zhong, Raymond; Wakabayashi, Daisuke (17 May 2021). ""Censorship, Surveillance and Profits: A Hard Bargain for Apple in China"". The New York Times. Archived from the original on 28 December 2021. Retrieved 8 July 2021.",The New York Times,2021,Media,USA,No known association
" 203 ^ Servantes, Ian. ""Nike and Adidas sales fall in China after criticizing Uyghur genocide"". Input. Retrieved 18 May 2021.",Input Magazine,2021,Media,USA,No known association
" 212 ^ ""China Uses Rape as Torture Tactic Against Uighur Detainees, Victims Say"". Voice of America.",Voice of America,2021,Media,USA,No known association
" 218 ^ Tiezzi, Shannon. ""China Bans BBC World News Over Xinjiang Reporting"". The Diplomat. Retrieved 13 February 2021.",The Diplomat,2021,Media,USA,No known association
" 219 ^ ""Allegations of shackled students and gang rape inside China's detention camps"". CNN. Retrieved 18 February 2021.",CNN,2021,Media,USA,No known association
" 228 ^ Lee, Timothy B. (8 January 2021). ""Twitter takes down China's ""baby-making machines"" tweet on Uighur women"". Ars Technica.",Ars Technical,2021,Media,USA,No known association
" 262 ^ Collier, Kevin. ""Facebook says Chinese hackers used platform to hack Uyghurs abroad"". www.nbcnews.com. NBC. Retrieved 27 March 2021.",NBC,2021,Media,USA,No known association
"a b ""Uyghurs are being deported from Muslim countries, raising concerns about China's growing reach"". CNN. Retrieved 8 June 2021.",CNN,2021,Media,USA,No known association
" 265 ^ Putz, Catherine. ""Measuring the Scale of Chinese Transnational Repression"". thediplomat.com. The Diplomat. Retrieved 20 July 2021.",The Diplomat,2021,Media,USA,No known association
" 296 ^ Hansler, Jennifer; Rahim, Zamira; Westcott, Ben. ""US accuses China of 'genocide' of Uyghurs and minority groups in Xinjiang"". CNN. Retrieved 21 January 2021.",CNN,2021,Media,USA,No known association
" 303 ^ Kelly, Laura. ""Biden administration reviewing China genocide designation"". The Hill. Retrieved 27 January 2021.",The Hill,2021,Media,USA,No known association
" 304 ^ ""Chinese Persecution of the Uyghurs"". United States Holocaust Memorial Museum. United States Holocaust Memorial Museum. 2021.",United States Holocaust Memorial Museum,2021,Media,USA,No known association
" 305 ^ Allen-Ebrahimian, Bethany (9 November 2021). ""Holocaust Museum report warns China ""may be committing genocide"""". Axios. Retrieved 11 November 2021.",Axios,2021,Media,USA,No known association
" 307 ^ Westcott, Ben; Wright, Rebecca (9 March 2021). ""First independent report into Xinjiang genocide allegations claims evidence of Beijing's 'intent to destroy' Uyghur people"". CNN. “...according to an independent report by more than 50 global experts in international law, genocide and the China region.”",CNN,2021,Media,USA,No known association
" 315 ^ Allen-Ebrahimian, Bethany (14 December 2021). ""Jewish groups urge Biden to take action on Uyghur genocide"". Axios. Retrieved 16 December 2021.",Axios,2021,Media,USA,No known association
" 335 ^ Saric, Ivana (12 March 2021). ""At UN, U.S. condemns China's treatment of Uighurs"". Axios. Retrieved 14 March 2021.",Axios,2021,Media,USA,No known association
" 342 ^ Gaouette, Nicole; Frater, James. ""US and allies announce sanctions against Chinese officials for 'serious human rights abuses' against Uyghurs"". CNN. Retrieved 22 March 2021.",CNN,2021,Media,USA,No known association
"a b Pompeo, Mike (19 January 2021). ""Genocide in Xinjiang"". The Wall Street Journal. Retrieved 19 January 2021.",The Wall Street Journal,2021,Media,USA,No known association
" 372 ^ Kim, Soo (17 February 2021). ""Joe Biden's CNN Town Hall Transcript in Full—President on Trump, Vaccines and More"". Newsweek. Retrieved 23 February 2021.",Newsweek,2021,Media,USA,No known association
"a b Dent, Alec (19 February 2021). ""Did Biden Dismiss Uighur Genocide During His Town Hall?"". The Dispatch. Retrieved 23 February 2021.",The Dispatch,2021,Media,USA,No known association
" 375 ^ Jacobs, Emily (17 February 2021). ""Biden dismisses Uighur genocide as part of China's 'different norms'"".",The Hill,2021,Media,USA,No known association
" 376 ^ Tolliver, Sandy (20 February 2021). ""Did Biden just endorse 'human rights with Chinese characteristics'?"". TheHill.",The Hill,2021,Media,USA,No known association
" 377 ^ Copp, Tara. ""'We Will Not Flinch': Austin Promises US Will Continue to Bolster Taiwan's Self-Defense"". www.defenseone.com. Defense One. Retrieved 2 August 2021.",Defense One,2021,Media,USA,No known association
" 397 ^ ""Turks criticize Chinese treatment of Uyghurs"". CNN. Retrieved 23 February 2021.",CNN,2021,Media,USA,No known association
" 398 ^ Akcay, Nurettin. ""Amid Tensions With Turkey, China Is Putting the Kurdish Issue in Play"". thediplomat.com. The Diplomat. Retrieved 19 December 2021.",The Diplomat,2021,Media,USA,No known association
" 410 ^ Kopra, Sanna; Puranen, Matti. ""China's Arctic Ambitions Face Increasing Headwinds in Finland"". thediplomat.com. The Diplomat. Retrieved 18 March 2021.",The Diplomat,2021,Media,USA,No known association
" 416 ^ ""UK: 'Genocide' clause to China trade deals narrowly defeated"". Associated Press. 25 May 2021.",Associated Press,2021,Media,USA,No known association
" 422 ^ Smith-Spark, Laura; Griffiths, James (22 April 2021). ""UK lawmakers declare China's treatment of Uyghurs is genocide"". CNN.",CNN,2021,Media,USA,No known association
" 439 ^ """"Break Their Lineage, Break Their Roots"""". Human Rights Watch. 19 April 2021. Retrieved 19 April 2021.",Human Rights Watch,2021,Media,USA,No known association
"a b ""UK tribunal to hear witnesses on China genocide accusations"". Associated Press. 4 February 2021.",Associated Press,2021,Media,USA,No known association
" 448 ^ Weiting, Asye (3 June 2021). ""Uyghur exiles describe forced abortions, torture in Xinjiang"". Washington Times. Associated Press.",Associated Press,2021,Media,USA,No known association
" 456 ^ Servantes, Ian. ""Nike and Adidas sales fall in China after criticizing Uyghur genocide"". www.inputmag.com. Input Magazine. Retrieved 10 May 2021.",Input Magazine,2021,Media,USA,No known association
" 466 ^ Sager, Monica. ""How a Harvard grad became a Jewish voice for Uighur justice"". forward.com. Forward. Retrieved 11 April 2021.",Forward,2021,Media,USA,No known association
" 467 ^ Kampeas, Ron. ""The next major Jewish action is on behalf of China's Uighurs"". www.sun-sentinel.com. South Florida Sun-Sentinel. Retrieved 11 April 2021.",South Florida Sun-Sentinel,2021,Media,USA,No known association
" 470 ^ Putz, Catherine (March 2021). ""Small Protests Persist Outside Chinese Consulate in Kazakhstan"". The Diplomat. No. 76. Retrieved 20 March 2021.",The Diplomat,2021,Media,USA,No known association
" 476 ^ Church, Ben. ""Enes Kanter says Nike is 'scared to speak up' against China and wears 'Modern Day Slavery' shoes in protest of Uyghur treatment"". www.cnn.com. CNN. Retrieved 1 November 2021.",CNN,2021,Media,USA,No known association
" 477 ^ Hass, Trevor. ""After Celtics games pulled in China, Enes Kanter continues to blast government for treatment of Uyghur people"". www.boston.com. Boston.com. Retrieved 1 November 2021.",boston.com,2021,Media,USA,No known association
"a b Wade, Stephen (14 March 2021). ""EXPLAINER: What drives possible boycott of Beijing Olympics"". Associated Press. Retrieved 20 March 2021.",Associated Press,2021,Media,USA,No known association
" 486 ^ Macias, Amanda (6 April 2021). ""U.S. State Department backs away from the idea of a Beijing Olympics boycott"". CNBC. Retrieved 29 April 2021.",CNBC,2021,Media,USA,No known association
" 487 ^ Reyes, Yacob (8 December 2021). ""Beijing Olympics: These countries have announced diplomatic boycotts"". Axios. Retrieved 15 December 2021.",Axios,2021,Media,USA,No known association
" 489 ^ Tiezzi, Shannon (29 May 2021). ""What Do Chinese People Think Is Happening in Xinjiang?"". The Diplomat. Retrieved 1 November 2021.",The Diplomat,2021,Media,USA,No known association
" 490 ^ Kao, Jeff; Zhong, Raymond; Mozur, Paul; Krolik, Aaron (23 June 2021). ""How China Spreads Its Propaganda Version of Life for Uyghurs"". ProPublica. Retrieved 1 November 2021.",ProPublica,2021,Media,USA,No known association
" 492 ^ Westcott, Ben; Wright, Rebecca (9 March 2021). ""First independent report into Xinjiang genocide allegations claims evidence of Beijing's 'intent to destroy' Uyghur people"". CNN. Archived from the original on 7 May 2021. Retrieved 6 May 2021.",CNN,2021,Media,USA,No known association
" 493 ^ Griffiths, James (17 April 2021). ""From cover-up to propaganda blitz: China's attempts to control the narrative on Xinjiang"". CNN. Archived from the original on 22 April 2021. Retrieved 6 May 2021.",CNN,2021,Media,USA,No known association
" 496 ^ Roche, Gerald (6 July 2021). ""Xinjiang Denialists Are Only Aiding Imperialism"". The Nation. Retrieved 1 November 2021.",The Nation,2021,Media,USA,No known association
" 313 ^ Rights, Newlines Institute for Strategy and Policy and the Raoul Wallenberg Centre for Human (10 March 2021). ""The Uyghur Genocide: An Examination of China's Breaches of the 1948 Genocide Convention"". genocidewatch. {{cite web}}: |first= has generic name (help)",Genocidewatch,2021,NGO,USA,No known association
" 21 ^ ""Birth rate, crude (per 1,000 people) - China"". The World Bank. Retrieved 2 January 2021.",The World Bank,2021,Organisation,USA,No known association
"a b c Maizland, Lindsay. ""China's Repression of Uighurs in Xinjiang"". Council on Foreign Relations. Archived from the original on 1 March 2021.",Council on Foreign Relations,2021,Thinktank,USA,No known association
" 200 ^ ""Samsung's response"". Business & Human Rights Resource Centre. Retrieved 18 May 2021.",Business and Human Rights Resource Centre,2021,Thinktank,USA,No known association
"a b ""French Parliament Denounces China's Uyghur 'Genocide'"". AFP News. 20 January 2022.",AFP News,2022,Media,France,No known association
" 333 ^ ""French lawmakers officially recognise China's treatment of Uyghurs as 'genocide'"". france24.com. France 24. Retrieved 20 January 2022.",France 24,2022,Media,France,No known association
